geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,geolocation_state_name,geolocation_region
8140,-23.511087716894945,-46.39919631253655,sao paulo,SP,São Paulo,Southeast
8131,-23.50298604026653,-46.376048963670854,sao paulo,SP,São Paulo,Southeast
8143,-23.516037108265643,-46.46120365757069,sao paulo,SP,São Paulo,Southeast
8142,-23.520016568504005,-46.39369945551038,sao paulo,SP,São Paulo,Southeast
8160,-23.504075807523435,-46.41040121852347,são paulo,SP,São Paulo,Southeast
8110,-23.498035136341713,-46.39931455124487,sao paulo,SP,São Paulo,Southeast
8122,-23.496138298235703,-46.37955350558527,sao paulo,SP,São Paulo,Southeast
8111,-23.491653019782024,-46.37972866801651,sao paulo,SP,São Paulo,Southeast
8132,-23.509723578059898,-46.37601839177101,sao paulo,SP,São Paulo,Southeast
8190,-23.48775861154809,-46.394107937669304,sao paulo,SP,São Paulo,Southeast
8161,-23.503224054156853,-46.41379682769069,sao paulo,SP,São Paulo,Southeast
8141,-23.51413358031397,-46.39213554538797,sao paulo,SP,São Paulo,Southeast
8191,-23.481156113862006,-46.38388242830126,sao paulo,SP,São Paulo,Southeast
8180,-23.49337009085997,-46.421884253714936,sao paulo,SP,São Paulo,Southeast
8150,-23.518609765750664,-46.414154733753236,sao paulo,SP,São Paulo,Southeast
8130,-23.507017689188743,-46.374405574499505,sao paulo,SP,São Paulo,Southeast
8120,-23.503288596353393,-46.39698512708656,sao paulo,SP,São Paulo,Southeast
8115,-23.4906807651682,-46.389474285790214,sao paulo,SP,São Paulo,Southeast
8152,-23.51293621155892,-46.40659707687482,sao paulo,SP,São Paulo,Southeast
8253,-23.54924501642799,-46.43919783745323,sao paulo,SP,São Paulo,Southeast
8290,-23.55394907094219,-46.45325719295214,sao paulo,SP,São Paulo,Southeast
8275,-23.571834039490525,-46.47955933356445,sao paulo,SP,São Paulo,Southeast
8220,-23.537456422361096,-46.46657972158642,sao paulo,SP,São Paulo,Southeast
8255,-23.550447070040182,-46.43539275111895,sao paulo,SP,São Paulo,Southeast
8210,-23.53681911602798,-46.449585409896265,sao paulo,SP,São Paulo,Southeast
8247,-23.534892655770665,-46.43390715920075,sao paulo,SP,São Paulo,Southeast
8226,-23.5527346083171,-46.5432347915518,sao paulo,SP,São Paulo,Southeast
8235,-23.520541307659258,-46.46460237869378,sao paulo,SP,São Paulo,Southeast
8260,-23.56883168516707,-46.43634862490832,sao paulo,SP,São Paulo,Southeast
8225,-23.529881058369323,-46.46158565075888,sao paulo,SP,São Paulo,Southeast
8285,-23.553250148858535,-46.47254345545373,sao paulo,SP,São Paulo,Southeast
8246,-23.531033154856107,-46.43765897166879,são paulo,SP,São Paulo,Southeast
8215,-23.54012153393292,-46.444584834959514,sao paulo,SP,São Paulo,Southeast
8270,-23.56122972548736,-46.46137184752572,sao paulo,SP,São Paulo,Southeast
8250,-23.540034463047785,-46.44075551233121,sao paulo,SP,São Paulo,Southeast
8223,-23.526859118264834,-46.471342649384,sao paulo,SP,São Paulo,Southeast
8280,-23.56057824658505,-46.47364638041831,sao paulo,SP,São Paulo,Southeast
8240,-23.523564710541855,-46.44303735111494,sao paulo,SP,São Paulo,Southeast
8245,-23.519655250742556,-46.44234986805964,são paulo,SP,São Paulo,Southeast
8257,-23.553261738314642,-46.42882502984142,sao paulo,SP,São Paulo,Southeast
8295,-23.547659614157926,-46.45656183398382,sao paulo,SP,São Paulo,Southeast
8230,-23.522067947689116,-46.452650334029414,sao paulo,SP,São Paulo,Southeast
8265,-23.57999491013844,-46.45296039326952,sao paulo,SP,São Paulo,Southeast
8248,-23.529470748025425,-46.43362190816827,sao paulo,SP,São Paulo,Southeast
8241,-23.519279872949316,-46.436539250878944,sao paulo,SP,São Paulo,Southeast
8233,-23.525816060505505,-46.47272284248948,sao paulo,SP,São Paulo,Southeast
8320,-23.626111963387658,-46.47348831269417,sao paulo,SP,São Paulo,Southeast
8343,-23.60613576016998,-46.44673635813004,sao paulo,SP,São Paulo,Southeast
8344,-23.609817503302455,-46.4491884556431,sao paulo,SP,São Paulo,Southeast
8310,-23.62944184086447,-46.467492654900035,sao paulo,SP,São Paulo,Southeast
8390,-23.62615501857599,-46.47160463200775,sao paulo,SP,São Paulo,Southeast
8346,-23.55431699364058,-46.686056723227715,são paulo,SP,São Paulo,Southeast
8370,-23.60954840245974,-46.464816529781984,sao paulo,SP,São Paulo,Southeast
8340,-23.611003365882837,-46.45989150466474,sao paulo,SP,São Paulo,Southeast
8330,-23.613720212559304,-46.4675028252493,sao paulo,SP,São Paulo,Southeast
8375,-23.599732518316753,-46.45941683772025,sao paulo,SP,São Paulo,Southeast
8311,-23.631215149340388,-46.46581698251822,são paulo,SP,São Paulo,Southeast
8391,-23.59088137932732,-46.56199152659095,são paulo,SP,São Paulo,Southeast
8382,-23.612913337831547,-46.441198953612435,sao paulo,SP,São Paulo,Southeast
8341,-23.601289989086684,-46.453503731476125,sao paulo,SP,São Paulo,Southeast
8347,-23.514370547719363,-46.56255141995216,sao paulo,SP,São Paulo,Southeast
8345,-23.61002392022983,-46.444148413699686,são paulo,SP,São Paulo,Southeast
8380,-23.59886875714904,-46.44034509721327,são paulo,SP,São Paulo,Southeast
8371,-23.596557320542765,-46.4353798590812,sao paulo,SP,São Paulo,Southeast
8331,-23.609713122298952,-46.4690480372534,sao paulo,SP,São Paulo,Southeast
8381,-23.60762363867539,-46.43152734763418,sao paulo,SP,São Paulo,Southeast
8372,-23.602184489122518,-46.43684703834755,sao paulo,SP,São Paulo,Southeast
8383,-23.56114794395027,-46.514805328513454,sao paulo,SP,São Paulo,Southeast
8321,-23.604138413141786,-46.49060531211018,sao paulo,SP,São Paulo,Southeast
8373,-23.48244388001676,-46.64685124586852,sao paulo,SP,São Paulo,Southeast
8395,-23.622473016090797,-46.45609876625681,sao paulo,SP,São Paulo,Southeast
8412,-23.5521297935342,-46.40805389932617,sao paulo,SP,São Paulo,Southeast
8411,-23.5542501110891,-46.41247347192757,sao paulo,SP,São Paulo,Southeast
8461,-23.56016886583137,-46.403984746739496,sao paulo,SP,São Paulo,Southeast
8451,-23.53940504167046,-46.40094581726957,sao paulo,SP,São Paulo,Southeast
8420,-23.544537800299317,-46.4294857169995,sao paulo,SP,São Paulo,Southeast
8450,-23.54413738001493,-46.39977854882569,sao paulo,SP,São Paulo,Southeast
8430,-23.526939393813354,-46.423993289700896,sao paulo,SP,São Paulo,Southeast
8490,-23.56999165022899,-46.41854714576644,sao paulo,SP,São Paulo,Southeast
8410,-23.54898362734862,-46.42406824315939,são paulo,SP,São Paulo,Southeast
8431,-23.53364908385761,-46.41761308468854,sao paulo,SP,São Paulo,Southeast
8473,-23.584753527140265,-46.4218895215329,sao paulo,SP,São Paulo,Southeast
8471,-23.603642744135257,-46.399743881945774,sao paulo,SP,São Paulo,Southeast
8441,-23.534906299769993,-46.41263754757931,sao paulo,SP,São Paulo,Southeast
8440,-23.533566416404426,-46.4118620941676,sao paulo,SP,São Paulo,Southeast
8485,-23.590140836576236,-46.41261392643246,sao paulo,SP,São Paulo,Southeast
8474,-23.59641901589665,-46.414757206313126,sao paulo,SP,São Paulo,Southeast
8460,-23.552676935833425,-46.40242966570471,sao paulo,SP,São Paulo,Southeast
8452,-23.532482058843446,-46.39765205767549,são paulo,SP,São Paulo,Southeast
8421,-23.558727941411703,-46.430358047597494,sao paulo,SP,São Paulo,Southeast
8465,-23.566008261398263,-46.39825052817746,sao paulo,SP,São Paulo,Southeast
8470,-23.59092955036807,-46.40716491225773,sao paulo,SP,São Paulo,Southeast
8475,-23.58874666021437,-46.399211447602504,sao paulo,SP,São Paulo,Southeast
8472,-23.570984007161233,-46.40334100341199,sao paulo,SP,São Paulo,Southeast
8466,-23.546528855181275,-46.508250887700086,sao paulo,SP,São Paulo,Southeast
8404,-23.52967739523337,-46.40945968428649,sao paulo,SP,São Paulo,Southeast
8551,-23.522504695158595,-46.3485822802527,poá,SP,São Paulo,Southeast
8598,-23.466570703912982,-46.325145617591325,itaquaquecetuba,SP,São Paulo,Southeast
8557,-23.513148146678997,-46.34136467293682,poá,SP,São Paulo,Southeast
8538,-23.530684552949065,-46.387291591241215,ferraz de vasconcelos,SP,São Paulo,Southeast
8559,-23.517511198688204,-46.33569230240465,poa,SP,São Paulo,Southeast
8599,-23.465440630740524,-46.34009687735835,itaquaquecetuba,SP,São Paulo,Southeast
8550,-23.521983064965852,-46.341077825089386,poá,SP,São Paulo,Southeast
8566,-23.54504350291958,-46.34661321022223,poa,SP,São Paulo,Southeast
8577,-23.486137655362946,-46.36710748341028,itaquaquecetuba,SP,São Paulo,Southeast
8561,-23.528160114035895,-46.34037904908877,poa,SP,São Paulo,Southeast
8560,-23.531194199512058,-46.335586764076446,poa,SP,São Paulo,Southeast
8505,-23.552472475801622,-46.36679433537296,ferraz de vasconcelos,SP,São Paulo,Southeast
8588,-23.438901887462077,-46.319356866764544,itaquaquecetuba,SP,São Paulo,Southeast
8543,-23.524523387036364,-46.37429282509609,ferraz de vasconcelos,SP,São Paulo,Southeast
8596,-23.479324999285748,-46.316305586994595,itaquaquecetuba,SP,São Paulo,Southeast
8580,-23.451419469110828,-46.343476674886595,itaquaquecetuba,SP,São Paulo,Southeast
8555,-23.510495607229984,-46.35387477056706,poa,SP,São Paulo,Southeast
8589,-23.439281458202313,-46.30316990927839,itaquaquecetuba,SP,São Paulo,Southeast
8503,-23.548636538304923,-46.36057349957204,ferraz de vasconcelos,SP,São Paulo,Southeast
8530,-23.536805383238494,-46.36905595866735,ferraz de vasconcelos,SP,São Paulo,Southeast
8572,-23.49649162295637,-46.34159826531347,itaquaquecetuba,SP,São Paulo,Southeast
8568,-23.555128069393827,-46.346778912518744,poa,SP,São Paulo,Southeast
8583,-23.44461881640023,-46.373790440983825,itaquaquecetuba,SP,São Paulo,Southeast
8556,-23.514669147162437,-46.348251330170804,poa,SP,São Paulo,Southeast
8582,-23.449831166943383,-46.35927216383101,itaquaquecetuba,SP,São Paulo,Southeast
8562,-23.532074684476104,-46.34475237723622,poá,SP,São Paulo,Southeast
8570,-23.47637572836075,-46.35575523941053,itaquaquecetuba,SP,São Paulo,Southeast
8536,-23.54077820840398,-46.38607079587094,ferraz de vasconcelos,SP,São Paulo,Southeast
8576,-23.4886225893366,-46.35730805718057,itaquaquecetuba,SP,São Paulo,Southeast
8558,-23.50883338978464,-46.33532284499006,poa,SP,São Paulo,Southeast
8552,-23.528322939476855,-46.35401912162966,poá,SP,São Paulo,Southeast
8507,-23.56124485232436,-46.367607787191986,ferraz de vasconcelos,SP,São Paulo,Southeast
8564,-23.538616002852688,-46.35220881234198,poa,SP,São Paulo,Southeast
8545,-23.532350905821804,-46.37020929632999,ferraz de vasconcelos,SP,São Paulo,Southeast
8584,-23.4278001698426,-46.34699388408409,itaquaquecetuba,SP,São Paulo,Southeast
8525,-23.55789244821755,-46.38914100755975,ferraz de vasconcelos,SP,São Paulo,Southeast
8553,-23.52252607955554,-46.363733287628,poa,SP,São Paulo,Southeast
8502,-23.539589435180513,-46.35860211220289,ferraz de vasconcelos,SP,São Paulo,Southeast
8581,-23.457279688759638,-46.354226812632604,itaquaquecetuba,SP,São Paulo,Southeast
8575,-23.498943483789503,-46.35852339471487,itaquaquecetuba,SP,São Paulo,Southeast
8542,-23.516154947283223,-46.370706511229436,ferraz de vasconcelos,SP,São Paulo,Southeast
8573,-23.49188115637391,-46.35030865573543,itaquaquecetuba,SP,São Paulo,Southeast
8567,-23.549359112302472,-46.35229385555347,poa,SP,São Paulo,Southeast
8595,-23.467504023717577,-46.30315009652554,itaquaquecetuba,SP,São Paulo,Southeast
8531,-23.540182706756834,-46.37202165074846,ferraz de vasconcelos,SP,São Paulo,Southeast
8500,-23.544891489710274,-46.366195178529786,ferraz de vasconcelos,SP,São Paulo,Southeast
8534,-23.550266132995127,-46.38599078700411,ferraz de vasconcelos,SP,São Paulo,Southeast
8526,-23.557216701705247,-46.38314174433741,ferraz de vasconcelos,SP,São Paulo,Southeast
8539,-23.537513190179983,-46.3752562095603,ferraz de vasconcelos,SP,São Paulo,Southeast
8587,-23.431562827810737,-46.31631719022364,itaquaquecetuba,SP,São Paulo,Southeast
8578,-23.469204997987195,-46.38254469134296,itaquaquecetuba,SP,São Paulo,Southeast
8571,-23.48552995575074,-46.33888543428401,itaquaquecetuba,SP,São Paulo,Southeast
8544,-23.531829719975168,-46.363015028085364,ferraz de vasconcelos,SP,São Paulo,Southeast
8586,-23.44075233924726,-46.33477923762378,itaquaquecetuba,SP,São Paulo,Southeast
8579,-23.461621040275272,-46.37559035633953,itaquaquecetuba,SP,São Paulo,Southeast
8527,-23.552967498084524,-46.379101750992106,ferraz de vasconcelos,SP,São Paulo,Southeast
8563,-23.53343741519316,-46.350385577016084,poa,SP,São Paulo,Southeast
8597,-23.46127990092209,-46.32021309033306,itaquaquecetuba,SP,São Paulo,Southeast
8535,-23.552891006658,-46.38973318196094,ferraz de vasconcelos,SP,São Paulo,Southeast
8506,-23.55899114790283,-46.37034944268784,ferraz de vasconcelos,SP,São Paulo,Southeast
8504,-23.555185946025077,-46.36032537752433,ferraz de vasconcelos,SP,São Paulo,Southeast
8574,-23.501086431404584,-46.35136710383418,itaquaquecetuba,SP,São Paulo,Southeast
8532,-23.53915543392947,-46.3779619885121,ferraz de vasconcelos,SP,São Paulo,Southeast
8591,-23.45288519493626,-46.305284124103885,itaquaquecetuba,SP,São Paulo,Southeast
8593,-23.471925036949354,-46.31104225923635,itaquaquecetuba,SP,São Paulo,Southeast
8565,-23.540576474675795,-46.342337365042454,poa,SP,São Paulo,Southeast
8541,-23.52046315868898,-46.3740546723209,ferraz de vasconcelos,SP,São Paulo,Southeast
8594,-23.487006645706707,-46.301473439135016,itaquaquecetuba,SP,São Paulo,Southeast
8528,-23.55471660332702,-46.37407361383358,ferraz de vasconcelos,SP,São Paulo,Southeast
8554,-23.514789981935223,-46.36096931785891,poa,SP,São Paulo,Southeast
8501,-23.541630308801277,-46.361086367903376,ferraz de vasconcelos,SP,São Paulo,Southeast
8508,-23.563615165724627,-46.36847572391826,ferraz de vasconcelos,SP,São Paulo,Southeast
8529,-23.547344037827507,-46.372586754955286,ferraz de vasconcelos,SP,São Paulo,Southeast
8533,-23.545840556326024,-46.379674193222804,ferraz de vasconcelos,SP,São Paulo,Southeast
8592,-23.468873835409628,-46.291482403066645,itaquaquecetuba,SP,São Paulo,Southeast
8540,-23.520141067521234,-46.380449203181854,ferraz de vasconcelos,SP,São Paulo,Southeast
8537,-23.53278761874763,-46.39213135096034,ferraz de vasconcelos,SP,São Paulo,Southeast
8590,-23.4391041730197,-46.2767499932185,itaquaquecetuba,SP,São Paulo,Southeast
8515,-23.577299274136507,-46.37411020714745,ferraz de vasconcelos,SP,São Paulo,Southeast
8514,-23.568080400654388,-46.36722929899116,ferraz de vasconcelos,SP,São Paulo,Southeast
8585,-23.488858329997143,-46.35451370002853,itaquaquecetuba,SP,São Paulo,Southeast
8663,-23.568295247592673,-46.33343856920525,suzano,SP,São Paulo,Southeast
8615,-23.548161661113063,-46.29621539486716,suzano,SP,São Paulo,Southeast
8665,-23.559171678953984,-46.31349709364643,suzano,SP,São Paulo,Southeast
8610,-23.541252500113178,-46.30009256001806,suzano,SP,São Paulo,Southeast
8689,-23.52886814214044,-46.31457858145279,suzano,SP,São Paulo,Southeast
8696,-23.510688930074895,-46.290676604964844,suzano,SP,São Paulo,Southeast
8694,-23.511391273532464,-46.29651851312973,suzano,SP,São Paulo,Southeast
8674,-23.54177607541567,-46.3122481890721,suzano,SP,São Paulo,Southeast
8660,-23.55921882096345,-46.33632147208989,suzano,SP,São Paulo,Southeast
8676,-23.55253391602869,-46.30679291387567,suzano,SP,São Paulo,Southeast
8670,-23.538384385197016,-46.33045026447934,suzano,SP,São Paulo,Southeast
8675,-23.553419884156725,-46.31283821092461,suzano,SP,São Paulo,Southeast
8690,-23.498102343003822,-46.3158401132325,suzano,SP,São Paulo,Southeast
8620,-23.633063335565264,-46.29763464043629,suzano,SP,São Paulo,Southeast
8673,-23.538312293692385,-46.31803289529116,suzano,SP,São Paulo,Southeast
8625,-23.64352710275167,-46.31248676567309,suzano,SP,São Paulo,Southeast
8664,-23.5605043512255,-46.32525986260328,suzano,SP,São Paulo,Southeast
8616,-23.556581726394512,-46.29269971700823,suzano,SP,São Paulo,Southeast
8683,-23.528160763584797,-46.31080561975776,suzano,SP,São Paulo,Southeast
8693,-23.502343808976573,-46.30531967335255,suzano,SP,São Paulo,Southeast
8680,-23.528030068053503,-46.32124491271295,suzano,SP,São Paulo,Southeast
8655,-23.5925815695749,-46.30493035464884,suzano,SP,São Paulo,Southeast
8671,-23.544402700405655,-46.32715545108985,suzano,SP,São Paulo,Southeast
8686,-23.534592637751164,-46.286765013887646,suzano,SP,São Paulo,Southeast
8633,-23.638971360397086,-46.31127068247578,suzano,SP,São Paulo,Southeast
8685,-23.523744223932237,-46.30505575587756,suzano,SP,São Paulo,Southeast
8695,-23.4953451137932,-46.28035342834058,suzano,SP,São Paulo,Southeast
8635,-23.669361672470455,-46.33298878543996,suzano,SP,São Paulo,Southeast
8613,-23.54055027361121,-46.286670417680156,suzano,SP,São Paulo,Southeast
8640,-23.624679639844597,-46.326116386207715,suzano,SP,São Paulo,Southeast
8692,-23.50097956554683,-46.32166379791295,suzano,SP,São Paulo,Southeast
8650,-23.574005533971974,-46.32866569757258,suzano,SP,São Paulo,Southeast
8630,-23.643494618044755,-46.326336729221595,suzano,SP,São Paulo,Southeast
8656,-23.593313330203824,-46.30544282768833,suzano,SP,São Paulo,Southeast
8621,-23.533389538560343,-46.29819319994478,suzano,SP,São Paulo,Southeast
8653,-23.615174568083752,-46.31869441731413,suzano,SP,São Paulo,Southeast
8666,-23.574816367260638,-46.3077722188954,suzano,SP,São Paulo,Southeast
8771,-23.476718793863462,-46.24488934046338,mogi das cruzes,SP,São Paulo,Southeast
8744,-23.54770613914337,-46.226962182519074,mogi das cruzes,SP,São Paulo,Southeast
8790,-23.526174661021255,-46.17314102533634,mogi das cruzes,SP,São Paulo,Southeast
8773,-23.514441607948818,-46.1923505919337,mogi das cruzes,SP,São Paulo,Southeast
8710,-23.522632291585587,-46.19590510039435,mogi das cruzes,SP,São Paulo,Southeast
8780,-23.52059548345631,-46.17826566470115,mogi das cruzes,SP,São Paulo,Southeast
8730,-23.535178828955395,-46.20154265004874,mogi das cruzes,SP,São Paulo,Southeast
8742,-23.549569373073822,-46.2138277307529,mogi das cruzes,SP,São Paulo,Southeast
8775,-23.500669672539757,-46.186348470532444,mogi das cruzes,SP,São Paulo,Southeast
8770,-23.516808705657585,-46.20635877429902,mogi das cruzes,SP,São Paulo,Southeast
8725,-23.553822211412136,-46.18441943338177,mogi das cruzes,SP,São Paulo,Southeast
8737,-23.541301138585244,-46.20539636826548,mogi das cruzes,SP,São Paulo,Southeast
8752,-23.541525205179425,-46.26214782215388,mogi das cruzes,SP,São Paulo,Southeast
8740,-23.54284200572452,-46.21541086710454,mogi das cruzes,SP,São Paulo,Southeast
8750,-23.54868688062322,-46.250194086849234,mogi das cruzes,SP,São Paulo,Southeast
8720,-23.540564452450067,-46.179456196695284,mogi das cruzes,SP,São Paulo,Southeast
8745,-23.546651782605686,-46.23326216106957,mogi das cruzes,SP,São Paulo,Southeast
8717,-23.53829033735998,-46.19079738769507,mogi das cruzes,SP,São Paulo,Southeast
8735,-23.534626215434173,-46.21207461710105,mogi das cruzes,SP,São Paulo,Southeast
8743,-23.555788161677082,-46.21687108516752,mogi das cruzes,SP,São Paulo,Southeast
8774,-23.472778743715953,-46.275877169146334,mogi das cruzes,SP,São Paulo,Southeast
8765,-23.673077250291943,-46.18249721755753,mogi das cruzes,SP,São Paulo,Southeast
8715,-23.52568846025839,-46.188470834227275,mogi das cruzes,SP,São Paulo,Southeast
8766,-23.51830372024234,-46.20628935255862,mogi das cruzes,SP,São Paulo,Southeast
8763,-23.574359636727458,-46.222384987332035,mogi das cruzes,SP,São Paulo,Southeast
8762,-23.572908440154304,-46.22157274308961,mogi das cruzes,SP,São Paulo,Southeast
8751,-23.684360692857624,-46.23774694021902,mogi das cruzes,SP,São Paulo,Southeast
8772,-23.478488742166487,-46.27986604305436,mogi das cruzes,SP,São Paulo,Southeast
8726,-23.558834221611143,-46.18085041979094,mogi das cruzes,SP,São Paulo,Southeast
8760,-23.562057580626384,-46.22149418368579,mogi das cruzes,SP,São Paulo,Southeast
8747,-23.55823578758946,-46.20984021176355,mogi das cruzes,SP,São Paulo,Southeast
8738,-23.55219587852515,-46.201019642333975,mogi das cruzes,SP,São Paulo,Southeast
8761,-23.560947704507292,-46.21882925963241,mogi das cruzes,SP,São Paulo,Southeast
8795,-23.531790507890364,-46.18006510439973,mogi das cruzes,SP,São Paulo,Southeast
8727,-23.56651938965021,-46.18678307646148,mogi das cruzes,SP,São Paulo,Southeast
8793,-23.540805619586315,-46.16435706521406,mogi das cruzes,SP,São Paulo,Southeast
8753,-23.59867239375632,-46.24341125786861,mogi das cruzes,SP,São Paulo,Southeast
8746,-23.552070757656825,-46.20151562105119,mogi das cruzes,SP,São Paulo,Southeast
8755,-23.55758157357235,-46.175052153321076,mogi das cruzes,SP,São Paulo,Southeast
8767,-23.63820295251366,-46.12171670917205,mogi das cruzes,SP,São Paulo,Southeast
8779,-23.358797292752108,-46.15837918719848,mogi das cruzes,SP,São Paulo,Southeast
8840,-23.482110414796576,-46.13885763575094,mogi das cruzes,SP,São Paulo,Southeast
8820,-23.50830662238302,-46.148616021079626,mogi das cruzes,SP,São Paulo,Southeast
8830,-23.515820598918353,-46.1412593565679,mogi das cruzes,SP,São Paulo,Southeast
8810,-23.50003745633768,-46.15180912578668,mogi das cruzes,SP,São Paulo,Southeast
8850,-23.484291191821647,-46.08949684756371,mogi das cruzes,SP,São Paulo,Southeast
8832,-23.516913648399584,-46.10417245526518,mogi das cruzes,SP,São Paulo,Southeast
8880,-23.519975947056054,-46.18756607644843,mogi das cruzes,SP,São Paulo,Southeast
8833,-23.521905936795314,-46.16167840664869,mogi das cruzes,SP,São Paulo,Southeast
8831,-23.55771452419042,-46.179629711201656,mogi das cruzes,SP,São Paulo,Southeast
8970,-23.531757751622496,-45.84851594636176,salesopolis,SP,São Paulo,Southeast
8900,-23.403273495281574,-46.04505133676239,guararema,SP,São Paulo,Southeast
8940,-23.574641374392762,-46.03994895335152,biritiba-mirim,SP,São Paulo,Southeast
9070,-23.64378073776485,-46.54660189074051,santo andre,SP,São Paulo,Southeast
9041,-23.663680887820338,-46.53881687729143,santo andre,SP,São Paulo,Southeast
9061,-23.65047274509981,-46.5590180330672,santo andré,SP,São Paulo,Southeast
9050,-23.674505709463673,-46.54539112585493,santo andré,SP,São Paulo,Southeast
9010,-23.659638557329217,-46.52499719502073,santo andre,SP,São Paulo,Southeast
9015,-23.659354204238443,-46.52335906812753,santo andre,SP,São Paulo,Southeast
9090,-23.652556818051877,-46.53883155998619,santo andre,SP,São Paulo,Southeast
9060,-23.66471101650981,-46.549636281565235,santo andre,SP,São Paulo,Southeast
9020,-23.661857430734173,-46.52659277818231,santo andre,SP,São Paulo,Southeast
9040,-23.66357863691603,-46.53323498525001,santo andre,SP,São Paulo,Southeast
9030,-23.669146460431747,-46.526384514173024,santo andré,SP,São Paulo,Southeast
9080,-23.640201891510547,-46.54207909014731,santo andre,SP,São Paulo,Southeast
9071,-23.651977383129545,-46.548798518627805,santo andre,SP,São Paulo,Southeast
9091,-23.65812189581603,-46.54584738057745,santo andre,SP,São Paulo,Southeast
9051,-23.67827496302435,-46.551242839843596,santo andre,SP,São Paulo,Southeast
9111,-23.672940652802428,-46.48962850368023,santo andre,SP,São Paulo,Southeast
9171,-23.699674454573362,-46.51318114150978,santo andre,SP,São Paulo,Southeast
9121,-23.681496915503917,-46.50147228561606,santo andre,SP,São Paulo,Southeast
9110,-23.67105700891463,-46.505559013127595,santo andre,SP,São Paulo,Southeast
9120,-23.678648207717643,-46.4960862453274,santo andre,SP,São Paulo,Southeast
9170,-23.708151831845427,-46.508902035083835,santo andré,SP,São Paulo,Southeast
9181,-23.68366808134298,-46.525288109428566,santo andré,SP,São Paulo,Southeast
9180,-23.691831370913654,-46.52339069209749,santo andre,SP,São Paulo,Southeast
9182,-23.697297834381505,-46.530336265234375,santo andre,SP,São Paulo,Southeast
9185,-23.683693424253054,-46.535260058060665,santo andre,SP,São Paulo,Southeast
9131,-23.694995211155817,-46.49715929184175,santo andre,SP,São Paulo,Southeast
9172,-23.69288179523502,-46.512871817573405,santo andre,SP,São Paulo,Southeast
9130,-23.688263326398616,-46.50533446068932,santo andre,SP,São Paulo,Southeast
9190,-23.67502344202778,-46.53876350665598,santo andre,SP,São Paulo,Southeast
9195,-23.676257121129435,-46.514580485550326,santo andre,SP,São Paulo,Southeast
9132,-23.702226365419758,-46.50250747144859,santo andre,SP,São Paulo,Southeast
9112,-23.66852511742849,-46.49085547322582,santo andre,SP,São Paulo,Southeast
9175,-23.687031688697896,-46.51697329385948,santo andré,SP,São Paulo,Southeast
9176,-23.679333675995345,-46.51834881707524,santo andre,SP,São Paulo,Southeast
9133,-23.74004786277999,-46.4910302228466,santo andre,SP,São Paulo,Southeast
9134,-23.731369160259284,-46.47881805946177,santo andre,SP,São Paulo,Southeast
9160,-23.763142835801883,-46.46336979205796,santo andre,SP,São Paulo,Southeast
9150,-23.777932757452305,-46.30307188275696,santo andre,SP,São Paulo,Southeast
9161,-23.766565903593463,-46.45937451944094,santo andré,SP,São Paulo,Southeast
9163,-23.76294585048319,-46.473361103844674,santo andre,SP,São Paulo,Southeast
9169,-23.71190177834374,-46.515225502546826,santo andre,SP,São Paulo,Southeast
9124,-23.736833779153557,-46.47911795977603,santo andre,SP,São Paulo,Southeast
9210,-23.637074331207902,-46.52802312847082,santo andre,SP,São Paulo,Southeast
9230,-23.62122895658325,-46.52726700772707,santo andre,SP,São Paulo,Southeast
9270,-23.640601810974637,-46.4941834761079,santo andre,SP,São Paulo,Southeast
9220,-23.623774872117227,-46.53623407708677,santo andre,SP,São Paulo,Southeast
9280,-23.64078845143767,-46.51600605924355,santo andré,SP,São Paulo,Southeast
9272,-23.65528939871949,-46.50984472305044,santo andre,SP,São Paulo,Southeast
9291,-23.64530217935661,-46.519377949718454,santo andre,SP,São Paulo,Southeast
9240,-23.62925274871981,-46.52409666085136,santo andre,SP,São Paulo,Southeast
9271,-23.643135984806175,-46.49967389456075,santo andre,SP,São Paulo,Southeast
9260,-23.63112861235661,-46.49663224191612,santo andre,SP,São Paulo,Southeast
9251,-23.630397754657338,-46.507466634804125,santo andre,SP,São Paulo,Southeast
9250,-23.624474037315423,-46.514779468400846,santo andré,SP,São Paulo,Southeast
9290,-23.651108949367238,-46.5086089890797,santo andré,SP,São Paulo,Southeast
9241,-23.632710043142932,-46.51887839958522,santo andre,SP,São Paulo,Southeast
9273,-23.65525915170427,-46.5026771362366,santo andré,SP,São Paulo,Southeast
9238,-23.664002678602326,-46.52309420774424,santo andre,SP,São Paulo,Southeast
9274,-23.656604474999934,-46.497593835999965,santo andré,SP,São Paulo,Southeast
9350,-23.68086231624945,-46.44431083842682,maua,SP,São Paulo,Southeast
9380,-23.641017282337366,-46.47814413404991,maua,SP,São Paulo,Southeast
9351,-23.684018901084173,-46.43863543400027,maua,SP,São Paulo,Southeast
9371,-23.669150273984144,-46.476761356411444,maua,SP,São Paulo,Southeast
9360,-23.68509852139525,-46.456923744030654,mauá,SP,São Paulo,Southeast
9361,-23.696411121575007,-46.45574518523831,maua,SP,São Paulo,Southeast
9340,-23.671261577634798,-46.4307530470612,maua,SP,São Paulo,Southeast
9370,-23.6799695978794,-46.46521696227858,maua,SP,São Paulo,Southeast
