transaction_id,transaction_date,store_code,account_number,amount_local,currency,document_number,description
6348,2025-11-13,EC_SE,5000,-4403.91,NOK,DOC-2025-006348,Salaries & Wages - Employee door.
6349,2026-12-30,NO001,5100,-1841.31,NOK,DOC-2026-006349,Rent Expense - Yeah instead.
6350,2025-08-02,NO001,3000,11012.29,NOK,DOC-2025-006350,Product Sales - Store.
6351,2025-01-24,NO002,5100,-8999.61,NOK,DOC-2025-006351,Rent Expense - Debate never.
6352,2026-03-15,NO002,5100,-3526.29,NOK,DOC-2026-006352,Rent Expense - Spring consumer finally.
6353,2025-01-13,NO001,4000,-1169.07,NOK,DOC-2025-006353,Cost of Goods Sold - Chair where.
6354,2026-11-23,NO002,7000,-5839.47,NOK,DOC-2026-006354,Interest Expense - Order after of.
6355,2025-04-11,NO001,7000,-1203.18,NOK,DOC-2025-006355,Interest Expense - Avoid door.
6356,2025-11-02,EC_SE,5100,-6221.79,NOK,DOC-2025-006356,Rent Expense - Area weight fire on.
6357,2025-09-25,SE001,3000,4199.18,NOK,DOC-2025-006357,Product Sales - Send break public.
6358,2026-11-14,EC_NO,5100,-2726.78,NOK,DOC-2026-006358,Rent Expense - Coach early he.
6359,2025-01-30,NO002,4000,-988.9,NOK,DOC-2025-006359,Cost of Goods Sold - Walk his.
6360,2025-05-13,EC_SE,7000,-4455.09,NOK,DOC-2025-006360,Interest Expense - Attention deal.
6361,2025-10-21,NO003,5200,-4351.24,NOK,DOC-2025-006361,Marketing Expense - Feel media.
6362,2026-04-29,NO002,7000,-7192.67,NOK,DOC-2026-006362,Interest Expense - Start.
6363,2026-07-22,NO001,7000,-8393.72,NOK,DOC-2026-006363,Interest Expense - Think total.
6364,2026-02-09,NO003,7000,-3435.37,NOK,DOC-2026-006364,Interest Expense - Read.
6365,2025-10-27,NO003,7000,-6437.16,NOK,DOC-2025-006365,Interest Expense - Career.
6366,2026-10-28,SE001,4000,-4688.7,NOK,DOC-2026-006366,Cost of Goods Sold - Difficult education.
6367,2026-08-22,SE002,4000,-3872.15,NOK,DOC-2026-006367,Cost of Goods Sold - Science government although.
6368,2025-12-10,NO001,4000,-6407.53,NOK,DOC-2025-006368,Cost of Goods Sold - Campaign.
6369,2025-08-05,EC_NO,4000,-8551.13,NOK,DOC-2025-006369,Cost of Goods Sold - Exactly seven because resource.
6370,2026-11-08,NO003,5100,-8517.72,NOK,DOC-2026-006370,Rent Expense - Because can which.
6371,2026-12-25,SE002,5000,-1759.84,NOK,DOC-2026-006371,Salaries & Wages - Dream item.
6372,2026-04-24,NO001,3000,10483.37,NOK,DOC-2026-006372,Product Sales - Book well.
6373,2026-05-19,SE001,5000,-1477.04,NOK,DOC-2026-006373,Salaries & Wages - Time could.
6374,2026-03-17,NO002,7000,-2340.94,NOK,DOC-2026-006374,Interest Expense - Agreement.
6375,2025-03-24,NO003,3000,10964.96,NOK,DOC-2025-006375,Product Sales - Record use.
6376,2025-03-14,NO003,5200,-1393.86,NOK,DOC-2025-006376,Marketing Expense - Public quite their leg.
6377,2026-02-01,NO001,7000,-3450.9,NOK,DOC-2026-006377,Interest Expense - Together learn.
6378,2026-02-17,NO002,7000,-6765.7,NOK,DOC-2026-006378,Interest Expense - Conference produce.
6379,2026-12-13,EC_SE,3000,8143.75,NOK,DOC-2026-006379,Product Sales - Look operation news.
6380,2025-03-15,NO001,5100,-7784.7,NOK,DOC-2025-006380,Rent Expense - No sell.
6381,2025-11-20,NO003,4000,-2679.91,NOK,DOC-2025-006381,Cost of Goods Sold - President beautiful get.
6382,2026-03-13,NO001,5100,-3427.23,NOK,DOC-2026-006382,Rent Expense - Case quickly.
6383,2026-10-16,NO003,4000,-3415.38,NOK,DOC-2026-006383,Cost of Goods Sold - Conference check young.
6384,2026-12-01,NO002,5200,-8643.87,NOK,DOC-2026-006384,Marketing Expense - During north north.
6385,2026-06-03,NO003,5100,-7656.31,NOK,DOC-2026-006385,Rent Expense - Here foreign.
6386,2026-08-16,EC_NO,4000,-7259.98,NOK,DOC-2026-006386,Cost of Goods Sold - Sister sit.
6387,2026-07-12,NO002,5100,-8859.65,NOK,DOC-2026-006387,Rent Expense - Wall left career.
6388,2026-09-08,NO001,5100,-5409.75,NOK,DOC-2026-006388,Rent Expense - Education several.
6389,2026-08-13,NO001,3000,4658.38,NOK,DOC-2026-006389,Product Sales - Note.
6390,2026-10-11,SE002,5100,-6258.83,NOK,DOC-2026-006390,Rent Expense - Six take.
6391,2026-10-10,NO002,4000,-1626.53,NOK,DOC-2026-006391,Cost of Goods Sold - Find somebody.
6392,2025-08-02,SE001,7000,-2635.47,NOK,DOC-2025-006392,Interest Expense - Building television.
6393,2026-04-24,NO002,7000,-7523.02,NOK,DOC-2026-006393,Interest Expense - He seat.
6394,2025-06-29,NO002,3000,7315.09,NOK,DOC-2025-006394,Product Sales - Watch.
6395,2025-10-05,SE002,5000,-5786.73,NOK,DOC-2025-006395,Salaries & Wages - Court capital drug.
6396,2025-01-13,EC_NO,5200,-4401.75,NOK,DOC-2025-006396,Marketing Expense - Drug improve.
6397,2025-04-29,SE001,5100,-8632.0,NOK,DOC-2025-006397,Rent Expense - Push to owner.
6398,2025-01-14,SE002,5100,-4528.95,NOK,DOC-2025-006398,Rent Expense - Next purpose small.
6399,2026-08-24,SE002,4000,-7954.12,NOK,DOC-2026-006399,Cost of Goods Sold - Join do.
6400,2025-08-13,NO003,5100,-8579.31,NOK,DOC-2025-006400,Rent Expense - Room century.
6401,2025-08-31,SE002,5000,-2070.39,NOK,DOC-2025-006401,Salaries & Wages - Election dark small issue.
6402,2026-10-29,NO003,7000,-4605.56,NOK,DOC-2026-006402,Interest Expense - Hear.
6403,2025-05-15,NO002,3000,3768.18,NOK,DOC-2025-006403,Product Sales - Particular check will.
6404,2025-07-21,EC_SE,5100,-8959.45,NOK,DOC-2025-006404,Rent Expense - Left enjoy.
6405,2025-10-25,SE001,3000,4283.78,NOK,DOC-2025-006405,Product Sales - School.
6406,2025-01-08,NO001,7000,-4796.35,NOK,DOC-2025-006406,Interest Expense - Wonder none.
6407,2025-08-03,EC_NO,5100,-8075.71,NOK,DOC-2025-006407,Rent Expense - Name which.
6408,2026-11-14,SE002,5200,-4031.48,NOK,DOC-2026-006408,Marketing Expense - Song beyond.
6409,2025-04-18,EC_NO,5200,-1485.11,NOK,DOC-2025-006409,Marketing Expense - Field firm rich.
6410,2026-01-31,SE001,5100,-1919.11,NOK,DOC-2026-006410,Rent Expense - Cultural mouth.
6411,2026-06-12,NO002,3000,10069.06,NOK,DOC-2026-006411,Product Sales - Fund clear however.
6412,2025-03-29,EC_SE,5100,-5569.45,NOK,DOC-2025-006412,Rent Expense - Hundred.
6413,2025-02-25,SE001,5100,-8832.91,NOK,DOC-2025-006413,Rent Expense - Side smile.
6414,2026-11-14,EC_SE,5100,-5687.22,NOK,DOC-2026-006414,Rent Expense - Election.
6415,2025-05-17,NO002,5100,-3356.77,NOK,DOC-2025-006415,Rent Expense - So station against conference.
6416,2025-12-19,NO002,3000,2845.27,NOK,DOC-2025-006416,Product Sales - Image positive.
6417,2025-10-06,SE001,5000,-6525.68,NOK,DOC-2025-006417,Salaries & Wages - Cover.
6418,2025-05-19,SE001,5100,-6874.37,NOK,DOC-2025-006418,Rent Expense - Middle defense.
6419,2026-09-07,SE001,4000,-6252.12,NOK,DOC-2026-006419,Cost of Goods Sold - Run fight.
6420,2025-05-07,NO003,5000,-2267.82,NOK,DOC-2025-006420,Salaries & Wages - Development whole.
6421,2025-04-03,NO001,3000,4604.35,NOK,DOC-2025-006421,Product Sales - Try cut.
6422,2025-05-14,NO001,7000,-1356.98,NOK,DOC-2025-006422,Interest Expense - Successful capital realize.
6423,2026-06-14,NO001,7000,-1728.88,NOK,DOC-2026-006423,Interest Expense - Control ask life.
6424,2025-06-04,NO001,4000,-8123.9,NOK,DOC-2025-006424,Cost of Goods Sold - Type note.
6425,2025-07-21,SE001,5100,-8649.1,NOK,DOC-2025-006425,Rent Expense - Word social both remember.
6426,2025-10-02,SE001,4000,-4614.98,NOK,DOC-2025-006426,Cost of Goods Sold - Fine edge share.
6427,2026-10-23,EC_SE,5200,-2222.15,NOK,DOC-2026-006427,Marketing Expense - Race seven politics cover.
6428,2026-06-12,SE001,5000,-781.56,NOK,DOC-2026-006428,Salaries & Wages - Themselves increase.
6429,2026-04-07,SE001,5000,-6432.97,NOK,DOC-2026-006429,Salaries & Wages - Any letter western late.
6430,2025-03-23,SE002,5200,-2442.35,NOK,DOC-2025-006430,Marketing Expense - Brother each finish.
6431,2025-03-23,EC_SE,3000,4573.6,NOK,DOC-2025-006431,Product Sales - Personal.
6432,2025-03-16,NO003,3000,9590.65,NOK,DOC-2025-006432,Product Sales - Sell.
6433,2025-04-16,SE001,4000,-2587.13,NOK,DOC-2025-006433,Cost of Goods Sold - But travel move.
6434,2026-04-07,NO002,5200,-2731.32,NOK,DOC-2026-006434,Marketing Expense - Big he most.
6435,2026-03-08,EC_NO,3000,3348.76,NOK,DOC-2026-006435,Product Sales - Less economy own why.
6436,2025-10-30,NO001,5200,-5494.17,NOK,DOC-2025-006436,Marketing Expense - Significant station.
6437,2026-10-11,NO001,5200,-6110.42,NOK,DOC-2026-006437,Marketing Expense - Center right teacher.
6438,2025-06-04,SE001,3000,11345.21,NOK,DOC-2025-006438,Product Sales - Record small.
6439,2026-01-07,EC_NO,7000,-2945.03,NOK,DOC-2026-006439,Interest Expense - Avoid politics beyond inside.
6440,2025-01-20,NO001,5200,-5269.3,NOK,DOC-2025-006440,Marketing Expense - Meet choice election.
6441,2026-01-08,NO002,5200,-3325.99,NOK,DOC-2026-006441,Marketing Expense - Grow husband control.
6442,2026-08-20,SE002,5200,-6209.63,NOK,DOC-2026-006442,Marketing Expense - But.
6443,2026-01-15,NO002,5000,-8725.68,NOK,DOC-2026-006443,Salaries & Wages - Machine state who.
6444,2026-03-21,EC_NO,5200,-2668.58,NOK,DOC-2026-006444,Marketing Expense - Sometimes billion.
6445,2026-10-24,NO002,7000,-6394.15,NOK,DOC-2026-006445,Interest Expense - Officer design.
6446,2025-05-14,SE001,7000,-5550.55,NOK,DOC-2025-006446,Interest Expense - Hand agency letter.
6447,2025-12-11,NO002,5200,-7652.94,NOK,DOC-2025-006447,Marketing Expense - Information talk.
6448,2025-12-15,NO002,7000,-5354.17,NOK,DOC-2025-006448,Interest Expense - Rock something.
6449,2025-07-08,NO002,5100,-6049.08,NOK,DOC-2025-006449,Rent Expense - Institution.
6450,2026-06-25,EC_SE,7000,-1572.38,NOK,DOC-2026-006450,Interest Expense - Human suggest although.
6451,2026-11-02,EC_NO,7000,-6788.01,NOK,DOC-2026-006451,Interest Expense - Risk sometimes.
6452,2026-10-23,SE001,4000,-5378.85,NOK,DOC-2026-006452,Cost of Goods Sold - Relate natural.
6453,2025-07-03,EC_SE,4000,-8231.66,NOK,DOC-2025-006453,Cost of Goods Sold - Right door company.
6454,2025-02-11,SE002,7000,-1056.72,NOK,DOC-2025-006454,Interest Expense - Campaign interview trade.
6455,2026-05-01,EC_NO,5200,-7067.11,NOK,DOC-2026-006455,Marketing Expense - Fire plant.
6456,2025-04-23,SE001,7000,-4189.29,NOK,DOC-2025-006456,Interest Expense - Short vote prepare.
6457,2026-09-11,NO002,5200,-8565.33,NOK,DOC-2026-006457,Marketing Expense - Edge increase others.
6458,2026-08-16,EC_SE,3000,4739.66,NOK,DOC-2026-006458,Product Sales - Owner fund.
6459,2025-10-20,NO003,5000,-2983.8,NOK,DOC-2025-006459,Salaries & Wages - Company wish avoid.
6460,2025-04-05,EC_SE,4000,-2348.93,NOK,DOC-2025-006460,Cost of Goods Sold - Southern notice.
6461,2026-12-07,EC_SE,5200,-644.73,NOK,DOC-2026-006461,Marketing Expense - Agency notice table.
6462,2025-09-08,EC_SE,7000,-4352.05,NOK,DOC-2025-006462,Interest Expense - When rate.
6463,2025-05-21,SE002,5000,-2119.34,NOK,DOC-2025-006463,Salaries & Wages - Spend author vote.
6464,2026-11-22,NO001,5200,-7343.46,NOK,DOC-2026-006464,Marketing Expense - Land civil against school.
6465,2026-07-07,EC_SE,5100,-6969.66,NOK,DOC-2026-006465,Rent Expense - Go agreement culture.
6466,2026-08-12,SE002,5100,-3067.39,NOK,DOC-2026-006466,Rent Expense - Service give still move.
6467,2026-12-27,EC_SE,3000,2889.5,NOK,DOC-2026-006467,Product Sales - Spring morning.
6468,2025-06-21,NO001,7000,-8401.56,NOK,DOC-2025-006468,Interest Expense - Compare.
6469,2026-05-29,EC_SE,3000,1053.77,NOK,DOC-2026-006469,Product Sales - Get office.
6470,2025-06-23,EC_SE,7000,-6554.09,NOK,DOC-2025-006470,Interest Expense - Kid it.
6471,2026-12-27,EC_NO,3000,6737.99,NOK,DOC-2026-006471,Product Sales - Debate boy leg.
6472,2026-04-21,SE002,7000,-6248.9,NOK,DOC-2026-006472,Interest Expense - Today increase institution.
6473,2026-12-09,SE001,5100,-606.47,NOK,DOC-2026-006473,Rent Expense - Of.
6474,2025-12-10,SE001,4000,-7261.76,NOK,DOC-2025-006474,Cost of Goods Sold - Fight until natural.
6475,2026-07-30,NO003,7000,-5909.19,NOK,DOC-2026-006475,Interest Expense - Energy general would.
6476,2025-10-02,SE001,7000,-3608.46,NOK,DOC-2025-006476,Interest Expense - Attorney music book.
6477,2025-08-15,EC_NO,5200,-6903.25,NOK,DOC-2025-006477,Marketing Expense - Research even become.
6478,2025-07-21,NO001,7000,-8248.62,NOK,DOC-2025-006478,Interest Expense - Continue policy.
6479,2026-05-25,SE001,7000,-6392.63,NOK,DOC-2026-006479,Interest Expense - Develop air somebody.
6480,2025-12-02,EC_NO,3000,7805.07,NOK,DOC-2025-006480,Product Sales - Personal few crime.
6481,2025-03-17,SE002,4000,-8175.31,NOK,DOC-2025-006481,Cost of Goods Sold - Seem less.
6482,2025-04-25,SE002,3000,6225.8,NOK,DOC-2025-006482,Product Sales - Science today.
6483,2025-08-07,EC_SE,5100,-2451.35,NOK,DOC-2025-006483,Rent Expense - Item nature lead.
6484,2026-07-27,NO001,5200,-5534.31,NOK,DOC-2026-006484,Marketing Expense - If issue sort.
6485,2025-07-16,SE001,5100,-3758.73,NOK,DOC-2025-006485,Rent Expense - Culture speak.
6486,2025-05-02,EC_NO,5200,-2012.16,NOK,DOC-2025-006486,Marketing Expense - Total road.
6487,2026-09-17,NO001,4000,-7160.12,NOK,DOC-2026-006487,Cost of Goods Sold - Arm what.
6488,2025-01-15,EC_NO,5100,-6790.58,NOK,DOC-2025-006488,Rent Expense - Unit goal culture.
6489,2026-08-26,SE002,3000,3762.2,NOK,DOC-2026-006489,Product Sales - Consider paper effort.
6490,2026-09-19,NO002,5100,-2874.88,NOK,DOC-2026-006490,Rent Expense - Democratic letter investment.
6491,2026-07-04,NO001,5100,-824.66,NOK,DOC-2026-006491,Rent Expense - Fall be effect.
6492,2025-06-28,NO001,5000,-2765.37,NOK,DOC-2025-006492,Salaries & Wages - Every.
6493,2026-01-17,NO001,3000,2311.94,NOK,DOC-2026-006493,Product Sales - Family white over.
6494,2026-04-15,SE001,5100,-4629.94,NOK,DOC-2026-006494,Rent Expense - Fight.
6495,2026-07-12,EC_NO,5200,-3155.14,NOK,DOC-2026-006495,Marketing Expense - High service next.
6496,2026-04-17,SE002,3000,2788.97,NOK,DOC-2026-006496,Product Sales - Here meeting.
6497,2026-06-27,NO003,5000,-709.96,NOK,DOC-2026-006497,Salaries & Wages - Seat they.
6498,2025-11-15,EC_NO,7000,-815.83,NOK,DOC-2025-006498,Interest Expense - Congress claim.
6499,2025-05-17,SE001,5200,-5277.8,NOK,DOC-2025-006499,Marketing Expense - Radio job.
6500,2026-03-10,SE002,4000,-1957.05,NOK,DOC-2026-006500,Cost of Goods Sold - Space piece firm.
6501,2026-06-25,EC_NO,3000,3085.73,NOK,DOC-2026-006501,Product Sales - Group action.
6502,2025-09-30,SE001,5100,-7395.76,NOK,DOC-2025-006502,Rent Expense - Traditional effort member.
6503,2026-04-02,EC_NO,7000,-5282.34,NOK,DOC-2026-006503,Interest Expense - Then dog their.
6504,2026-11-17,EC_SE,3000,10519.41,NOK,DOC-2026-006504,Product Sales - Institution thing eye.
6505,2025-08-23,SE002,7000,-3385.29,NOK,DOC-2025-006505,Interest Expense - Play just.
6506,2026-08-02,NO003,7000,-7572.32,NOK,DOC-2026-006506,Interest Expense - Establish understand cover.
6507,2025-06-05,EC_NO,3000,3986.41,NOK,DOC-2025-006507,Product Sales - Television expect.
6508,2026-09-03,EC_NO,3000,8953.45,NOK,DOC-2026-006508,Product Sales - You price indicate store.
6509,2026-05-08,NO003,4000,-6230.38,NOK,DOC-2026-006509,Cost of Goods Sold - Represent bed act change.
6510,2026-09-10,SE002,5200,-1600.49,NOK,DOC-2026-006510,Marketing Expense - Fact detail.
6511,2026-05-15,SE001,5200,-7147.47,NOK,DOC-2026-006511,Marketing Expense - Popular far.
6512,2025-08-04,EC_SE,5000,-8920.95,NOK,DOC-2025-006512,Salaries & Wages - Guess four window.
6513,2026-09-09,EC_NO,3000,3518.86,NOK,DOC-2026-006513,Product Sales - Artist participant condition sort.
6514,2025-04-29,NO001,3000,4913.21,NOK,DOC-2025-006514,Product Sales - Run hot authority.
6515,2025-01-14,EC_SE,5100,-4100.33,NOK,DOC-2025-006515,Rent Expense - Either night foot.
6516,2025-09-30,EC_NO,5200,-5017.15,NOK,DOC-2025-006516,Marketing Expense - While anyone.
6517,2026-01-02,NO001,5100,-4197.23,NOK,DOC-2026-006517,Rent Expense - Western his.
6518,2025-09-10,EC_NO,3000,11722.4,NOK,DOC-2025-006518,Product Sales - Walk read history step.
6519,2025-06-29,EC_SE,4000,-2178.8,NOK,DOC-2025-006519,Cost of Goods Sold - Task push.
6520,2026-05-04,NO003,3000,7610.96,NOK,DOC-2026-006520,Product Sales - Friend whose.
6521,2026-10-17,NO001,3000,4892.62,NOK,DOC-2026-006521,Product Sales - American police.
6522,2026-11-17,NO001,7000,-7073.82,NOK,DOC-2026-006522,Interest Expense - Network region.
6523,2025-10-10,NO001,3000,5590.76,NOK,DOC-2025-006523,Product Sales - Body news.
6524,2025-11-09,EC_NO,5000,-7773.99,NOK,DOC-2025-006524,Salaries & Wages - Stand clearly position.
6525,2025-03-22,EC_SE,5200,-3538.47,NOK,DOC-2025-006525,Marketing Expense - Red.
6526,2025-12-23,NO002,5100,-561.37,NOK,DOC-2025-006526,Rent Expense - Four no.
6527,2025-10-23,SE002,3000,4122.6,NOK,DOC-2025-006527,Product Sales - Nor may.
6528,2025-09-28,NO003,4000,-5442.4,NOK,DOC-2025-006528,Cost of Goods Sold - Republican from produce.
6529,2025-04-26,SE001,4000,-4678.16,NOK,DOC-2025-006529,Cost of Goods Sold - Own.
6530,2026-01-21,EC_NO,3000,8794.79,NOK,DOC-2026-006530,Product Sales - Prevent film picture manage.
6531,2025-05-13,NO003,4000,-5493.23,NOK,DOC-2025-006531,Cost of Goods Sold - Employee rock smile.
6532,2026-09-19,NO002,3000,7889.82,NOK,DOC-2026-006532,Product Sales - Serve.
6533,2026-07-24,NO001,3000,10001.5,NOK,DOC-2026-006533,Product Sales - Return certainly.
6534,2026-04-18,NO001,3000,9184.4,NOK,DOC-2026-006534,Product Sales - Scientist shoulder memory.
6535,2025-05-15,SE002,4000,-6144.69,NOK,DOC-2025-006535,Cost of Goods Sold - Certain office.
6536,2026-12-28,NO002,5000,-7257.63,NOK,DOC-2026-006536,Salaries & Wages - North those difference.
6537,2026-07-22,SE002,5100,-2131.74,NOK,DOC-2026-006537,Rent Expense - Else.
6538,2025-01-24,EC_NO,7000,-1245.5,NOK,DOC-2025-006538,Interest Expense - Data ten since.
6539,2026-10-06,EC_SE,7000,-5982.88,NOK,DOC-2026-006539,Interest Expense - Election more measure.
6540,2026-01-15,EC_NO,5100,-2622.21,NOK,DOC-2026-006540,Rent Expense - Benefit suddenly yard.
6541,2026-03-10,EC_NO,7000,-6887.55,NOK,DOC-2026-006541,Interest Expense - Office decision.
6542,2026-04-04,EC_NO,5200,-4097.18,NOK,DOC-2026-006542,Marketing Expense - Suggest recently girl.
6543,2026-08-13,EC_SE,5200,-8371.19,NOK,DOC-2026-006543,Marketing Expense - Report bed.
6544,2025-10-08,NO002,3000,8290.62,NOK,DOC-2025-006544,Product Sales - Able she.
6545,2026-03-09,SE001,7000,-6608.98,NOK,DOC-2026-006545,Interest Expense - Wish war.
6546,2025-08-29,NO002,5100,-1626.5,NOK,DOC-2025-006546,Rent Expense - Blood rise well include.
6547,2026-10-18,NO003,5200,-1953.01,NOK,DOC-2026-006547,Marketing Expense - Language despite.
6548,2025-10-20,SE001,5100,-4443.22,NOK,DOC-2025-006548,Rent Expense - Partner both cost.
6549,2026-04-06,NO002,5000,-2571.87,NOK,DOC-2026-006549,Salaries & Wages - Ten.
6550,2026-03-01,NO003,5100,-1638.85,NOK,DOC-2026-006550,Rent Expense - Before voice situation.
6551,2026-08-26,SE001,5000,-3628.67,NOK,DOC-2026-006551,Salaries & Wages - Ready law stay.
6552,2026-04-23,EC_SE,5200,-8941.43,NOK,DOC-2026-006552,Marketing Expense - More media husband mention.
6553,2026-06-21,EC_SE,4000,-5929.72,NOK,DOC-2026-006553,Cost of Goods Sold - It tree trade.
6554,2026-11-08,SE002,4000,-4048.08,NOK,DOC-2026-006554,Cost of Goods Sold - Claim talk.
6555,2025-03-22,SE002,5200,-6283.19,NOK,DOC-2025-006555,Marketing Expense - Fund opportunity.
6556,2026-11-17,SE001,7000,-1244.25,NOK,DOC-2026-006556,Interest Expense - Fact.
6557,2026-11-28,EC_SE,5200,-4505.68,NOK,DOC-2026-006557,Marketing Expense - Knowledge about like.
6558,2025-04-22,NO003,3000,1334.17,NOK,DOC-2025-006558,Product Sales - Contain bed compare.
6559,2025-10-25,NO002,5100,-1701.03,NOK,DOC-2025-006559,Rent Expense - Doctor artist.
6560,2026-11-23,NO002,4000,-1469.88,NOK,DOC-2026-006560,Cost of Goods Sold - Use white method.
6561,2026-07-24,SE001,5200,-5363.17,NOK,DOC-2026-006561,Marketing Expense - Campaign realize eight.
6562,2026-08-22,SE001,4000,-6549.42,NOK,DOC-2026-006562,Cost of Goods Sold - She dream down.
6563,2026-03-27,NO003,7000,-2966.26,NOK,DOC-2026-006563,Interest Expense - Argue attention heart.
6564,2025-09-15,SE001,5000,-8062.52,NOK,DOC-2025-006564,Salaries & Wages - Simply.
6565,2025-08-08,SE001,7000,-5758.28,NOK,DOC-2025-006565,Interest Expense - Door western.
6566,2026-02-19,EC_SE,3000,3153.96,NOK,DOC-2026-006566,Product Sales - Fine stuff when.
6567,2025-06-02,NO002,5200,-3062.25,NOK,DOC-2025-006567,Marketing Expense - Blue specific.
6568,2025-06-13,EC_SE,3000,11726.1,NOK,DOC-2025-006568,Product Sales - Others age special work.
6569,2025-09-08,NO002,5200,-1894.51,NOK,DOC-2025-006569,Marketing Expense - Report believe purpose.
6570,2026-10-25,NO001,5100,-7881.6,NOK,DOC-2026-006570,Rent Expense - Economic surface.
6571,2025-12-15,NO001,7000,-5984.64,NOK,DOC-2025-006571,Interest Expense - Southern stuff road.
6572,2026-03-14,EC_NO,5200,-6603.74,NOK,DOC-2026-006572,Marketing Expense - Small available.
6573,2026-05-17,EC_NO,5200,-4175.81,NOK,DOC-2026-006573,Marketing Expense - Item shake near.
6574,2026-06-18,NO003,7000,-2909.6,NOK,DOC-2026-006574,Interest Expense - New expert.
6575,2026-07-21,NO001,3000,3249.2,NOK,DOC-2026-006575,Product Sales - Election father.
6576,2026-11-14,NO003,7000,-6598.04,NOK,DOC-2026-006576,Interest Expense - Morning.
6577,2026-08-16,EC_SE,7000,-1300.52,NOK,DOC-2026-006577,Interest Expense - Make heavy accept number.
6578,2025-10-11,NO003,7000,-1371.06,NOK,DOC-2025-006578,Interest Expense - Under financial together.
6579,2026-06-25,EC_NO,5100,-3757.35,NOK,DOC-2026-006579,Rent Expense - Want hotel.
6580,2026-04-30,NO003,5200,-6367.7,NOK,DOC-2026-006580,Marketing Expense - Direction network.
6581,2026-06-06,SE002,3000,8715.45,NOK,DOC-2026-006581,Product Sales - Agree.
6582,2026-05-25,SE001,5100,-1891.38,NOK,DOC-2026-006582,Rent Expense - You should.
6583,2026-05-02,SE002,7000,-8651.33,NOK,DOC-2026-006583,Interest Expense - Message claim forward management.
6584,2026-11-22,EC_NO,3000,11950.93,NOK,DOC-2026-006584,Product Sales - Speak either east.
6585,2025-03-27,SE002,7000,-4741.54,NOK,DOC-2025-006585,Interest Expense - Often should.
6586,2025-04-18,EC_SE,4000,-8945.55,NOK,DOC-2025-006586,Cost of Goods Sold - Tend risk human.
6587,2025-10-28,NO003,5100,-6493.29,NOK,DOC-2025-006587,Rent Expense - Name scene system.
6588,2025-01-04,NO002,7000,-8354.76,NOK,DOC-2025-006588,Interest Expense - Read.
6589,2025-04-15,NO001,5200,-6525.66,NOK,DOC-2025-006589,Marketing Expense - Fill different.
6590,2026-12-22,NO001,7000,-6987.39,NOK,DOC-2026-006590,Interest Expense - Kid spring.
6591,2025-09-05,NO003,3000,10195.51,NOK,DOC-2025-006591,Product Sales - Street score.
6592,2026-12-12,EC_NO,5200,-2430.39,NOK,DOC-2026-006592,Marketing Expense - Standard.
6593,2025-05-06,NO001,5200,-3181.76,NOK,DOC-2025-006593,Marketing Expense - Anything million.
6594,2025-04-30,NO001,5200,-697.04,NOK,DOC-2025-006594,Marketing Expense - Strong do.
6595,2025-06-30,NO001,5200,-2061.77,NOK,DOC-2025-006595,Marketing Expense - Against employee phone.
6596,2026-03-22,EC_NO,5000,-5822.56,NOK,DOC-2026-006596,Salaries & Wages - Goal whom discuss.
6597,2025-11-03,SE002,7000,-7823.94,NOK,DOC-2025-006597,Interest Expense - Police south.
6598,2026-07-12,NO003,5000,-6084.3,NOK,DOC-2026-006598,Salaries & Wages - Early hour win.
6599,2026-01-22,SE001,5100,-7923.49,NOK,DOC-2026-006599,Rent Expense - Less allow.
6600,2026-09-04,EC_SE,5100,-6241.48,NOK,DOC-2026-006600,Rent Expense - Street me.
6601,2025-07-03,SE002,5000,-3099.54,NOK,DOC-2025-006601,Salaries & Wages - Century something.
6602,2025-01-25,NO001,7000,-5304.0,NOK,DOC-2025-006602,Interest Expense - Reduce boy.
6603,2025-04-24,NO003,5000,-4147.47,NOK,DOC-2025-006603,Salaries & Wages - Executive mind middle.
6604,2026-08-24,SE001,5000,-3097.22,NOK,DOC-2026-006604,Salaries & Wages - Be general remain.
6605,2026-06-23,EC_NO,4000,-3461.67,NOK,DOC-2026-006605,Cost of Goods Sold - Officer special apply.
6606,2025-09-11,NO001,7000,-1941.0,NOK,DOC-2025-006606,Interest Expense - Congress between church.
6607,2025-06-11,SE002,5000,-5718.07,NOK,DOC-2025-006607,Salaries & Wages - Deep company answer.
6608,2026-11-10,EC_SE,4000,-5101.66,NOK,DOC-2026-006608,Cost of Goods Sold - American job foreign.
6609,2025-06-28,SE002,7000,-1343.84,NOK,DOC-2025-006609,Interest Expense - Democratic poor.
6610,2026-01-24,EC_SE,5100,-7211.21,NOK,DOC-2026-006610,Rent Expense - Set into.
6611,2026-03-06,EC_NO,5000,-1005.94,NOK,DOC-2026-006611,Salaries & Wages - Road you recent.
6612,2025-11-07,SE001,4000,-8422.82,NOK,DOC-2025-006612,Cost of Goods Sold - Exactly.
6613,2025-08-04,NO003,5000,-4856.95,NOK,DOC-2025-006613,Salaries & Wages - Century prove.
6614,2026-01-07,SE002,5000,-7462.19,NOK,DOC-2026-006614,Salaries & Wages - Single class edge.
6615,2025-06-30,NO001,7000,-4369.23,NOK,DOC-2025-006615,Interest Expense - Return machine official.
6616,2025-01-19,SE001,7000,-8793.19,NOK,DOC-2025-006616,Interest Expense - Piece.
